title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Over 4 Million Venezuelan refugees and migrants struggle to meet basic needs across the Americas,,2023-09-20 05:25:03,full,https://indiaeducationdiary.in/over-4-million-venezuelan-refugees-and-migrants-struggle-to-meet-basic-needs-across-the-americas/,indiaeducationdiary.in,"Despite efforts by host countries to regularize and integrate refugees and migrants from Venezuela, more than 4 million people still face difficulties accessing food, shelter, health care, education…","Despite efforts by host countries to regularize and integrate refugees and migrants from Venezuela, more than 4 million people still face difficulties accessing food, shelter, health care, education and formal employment in Latin America and the Caribbean.


The latest Refugee and Migrant Needs Analysis (RMNA) for 2023 shows that many Venezuelan refugees and migrants in the region lack stable livelihood opportunities, making it difficult for them to effectively integrate and contribute to host communities.",indiaeducationdiary.in,23264,news,IN,en,,https://indiaeducationdiary.in/wp-content/uploads/2020/08/Default-Image-IED.png,False,@indiaedudiary,39.82711,87bcc610248eb98fdce0cfb4f993ccbe
UN Refugee Agency: Wave of Migrants Must Be Moved off Island of Lampedusa,Reuters,2023-09-15 12:10:00,full,https://www.usnews.com/news/world/articles/2023-09-15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa,usnews.com,"US News is a recognized leader in college, grad school, hospital, mutual fund, and car rankings. Track elected officials, research health conditions, and find news you can use in politics, business, health, and education.","GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.

Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.

Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",2023 USNews.com,248,news,US,en,Reuters,https://www.usnews.com/dims4/USNEWS/e776d7b/2147483647/thumbnail/970x647/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F10%2F34e1c1977fdd0839979edda8a8231b%2Ftag%3Areuters.com%2C2023%3Anewsml_LYNXMPEJ8E0GV%3A12023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.821083,476c5daf1ceac26bc2b26664096b661c
UN refugee agency: wave of migrants must be moved off island of Lampedusa,The Star Online,2023-09-15 12:13:00,full,https://www.thestar.com.my/news/world/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa,thestar.com.my,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated…,"GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.

Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.

Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",thestar.com.my,1823,world,MY,en,The Star Online,https://apicms.thestar.com.my/uploads/images/2023/09/15/2286628.jpg,False,,39.793434,5aa0a18110cdd1d69b35986e60505928
Where Do All the Migrants Go?,"David North
on",2023-09-15 16:30:22,full,https://cis.org/North/Where-Do-All-Migrants-Go,cis.org,"People from overseas do not simply settle in the United States, they decide to live in a particular place within America. How are those decisions made and who makes them is the subject of this post.…","People from overseas do not simply settle in the United States, they decide to live in a particular place 
within
 America. How are those decisions made and who makes them is the subject of this post. We regard migrants as people who come here both temporarily and permanently, legally and illegally.


As I see it, there are three more or less natural forces at work here, and four others that relate to the government. They are:


Natural factors:


Choices made by migrants themselves, who are often related to earlier migrants; they tend to settle near their relatives and countrymen.",cis.org,13075,news,US,en,"David North,David North
on",https://cis.org/sites/default/files/2017-07/logo-facebook.png,False,@CIS_org,39.728916,2bd2137e45c6fc8a78eafb799a36d17f
Loving Jesus in the migrant and refugee,Trisha Van Handel,2023-09-26 13:55:00,full,https://www.thecompassnews.org/2023/09/loving-jesus-in-the-migrant-and-refugee,thecompassnews.org,"Sept. 24 will mark the 109th World Day of Migrants and Refugees. It is an occasion that calls for a greater effort to care for these groups of vulnerable people in our society, and to raise awareness about the difficulties that migrants and refugees face. As Catholics, we are called to love our neighbor and, as Jesus teaches us in the parable of the Good Samaritan, our neighbor is anyone who is in need. Before … Loving Jesus in the migrant and refugee Read More »","Sept. 24 will mark the 109th World Day of Migrants and Refugees. It is an occasion that calls for a greater effort to care for these groups of vulnerable people in our society, and to raise awareness about the difficulties that migrants and refugees face. As Catholics, we are called to love our neighbor and, as Jesus teaches us in the parable of the Good Samaritan, our neighbor is anyone who is in need. Before …


 
 
Loving Jesus in the migrant and refugee
 Read More »


The post 
Loving Jesus in the migrant and refugee
 appeared first on 
The Compass
.",thecompassnews.org,265538,news,US,en,Trisha Van Handel,https://www.thecompassnews.org/wp-content/uploads/2023/09/Lucas-Holt.jpg,False,,39.70912,26b43cb7a4d3ce10ce3a0f38935b2aa6
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://whtc.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,whtc.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",whtc.com,68670,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.698513,9f5ccb542716867943640852a7644f94
UN refugee agency: wave of migrants must be moved off island of Lampedusa,TODAY,2023-09-15 12:10:04,full,https://www.todayonline.com/world/un-refugee-agency-wave-migrants-must-be-moved-island-lampedusa-2256191,todayonline.com,"GENEVA : The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.Around 7,000 migrants arrived on the shore of the small island in a two-day period, pr","GENEVA : The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.

Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.

Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",todayonline.com,5307,world,SG,en,TODAY,"https://onecms-res.cloudinary.com/image/upload/s--NiHqHseM--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:tdy:watermark:2021-10:reuters,w_0.1/f_auto,q_auto/v1/one-cms/core/2023-09-15t121004z_1_lynxmpej8e0gv_rtroptp_3_europe-migrants-italy-lampedusa.jpg?itok=tk62gdXz",False,TODAY,39.658115,aa70eb5a7465b59c3f8a1c10253a82a3
World Day of Migrants and Refugees Sunday 24 September 2023.,,2023-09-26 17:00:00,timezone unknown,https://sacbc.org.za/world-day-of-migrants-and-refugees-sunday-24-september-2023,sacbc.org.za,,"109TH WORLD DAY OF MIGRANTS AND REFUGEES

'Free to choose whether to migrate or to stay'

'Let us keep the migrants, refugees, forcibly displaced people, asylum seekers and host

communities in our prayers. We also pray and acknowledge all who are making a

difference in the lives of migrants and displaced persons,' Liaison Bishop for Migrants and Refugees, Bishop Joseph Mary Kizito",sacbc.org.za,601694,world,ZA,en,,https://sacbc.org.za/wp-content/uploads/2023/09/Poster-A3-109-World-Day-of-Migrants-and-Refugees.jpg,False,,39.645756,8369f3c6b6740481a7fef045dc64a6cb
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://wtvbam.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,wtvbam.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",wtvbam.com,40929,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.644638,10520b7add5c7ceaeacbca57c7719d66
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Tan Kw,2023-09-15 22:00:00,timezone unknown,http://klse.i3investor.com/web/blog/detail/kianweiaritcles/2023-09-15-story-h-239957385-UN_refugee_agency_wave_of_migrants_must_be_moved_off_island_of_Lampedus,i3investor.com,UN refugee agency: wave of migrants must be moved off island of Lampedusa,"GENEVA - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.

Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.

Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",i3investor.com,129424,news,US,en,"Mq Trader,Tan KW",https://cdn2.i3investor.com/web/img/icon/i3investor256.png,False,,39.58482,afda28f3495340449442a00930404d66
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Reuters Inc.,2023-09-15 12:12:56,full,https://www.saltwire.com/nova-scotia/news/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa-100892435/,saltwire.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on ...,"STORY CONTINUES BELOW THESE SALTWIRE VIDEOS
 
 
GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
 
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy. 
 
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",saltwire.com,10925,news,DK,en,"Hour Ago,Min Read,Reuters,Reuters Inc.",https://saltwire.imgix.net/2023/9/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-_IP4UGU8.jpg?cs=srgb&w=1200&h=630&fit=crop&auto=format%2Ccompress%2Cenhance,True,,39.58049,616f51099bdaa3c0305896841cf79ab4
Refugee-led language school helps migrants,Lucrecia Franco,2023-09-14 21:37:54,full,https://newsus.cgtn.com/news/2023-09-15/Refugee-led-language-school-helps-migrants-1n6CTYoTB5K/index.html,cgtn.com,"02:57. ""Rebuilding trust and reigniting global solidarity,"" will be on top of the agenda at this year's United Nations General Assembly. One key global issue is the refugee crisis which has seen millions of people flee war-torn and poverty-stricken countries.","02:57

""Rebuilding trust and reigniting global solidarity,"" will be on top of the agenda at this year's United Nations General Assembly.

One key global issue is the refugee crisis which has seen millions of people flee war-torn and poverty-stricken countries.

In Brazil, there are over 65,000 registered refugees, a number that grows steadily every year, but one initiative is providing refugees and vulnerable migrants an opportunity to start a new life by using their native languages.",cgtn.com,2519,news,CN,en,"CGTN,Lucrecia Franco",https://newsus.cgtn.com/news/2023-09-15/Refugee-led-language-school-helps-migrants-1n6CTYoTB5K/img/589477fb431f4f64911a66ea71b706da/589477fb431f4f64911a66ea71b706da-1280.jpeg,False,@CGTNOfficial,39.54488,510f79261fdd3a18147d8a33c9bd39b0
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://kelo.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,kelo.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",kelo.com,77850,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.536488,7baede7a792009d1eabc6a05b367e5ed
Mental Health of Migrants and Refugees,Swati,2023-09-15 07:30:20,full,https://southernafrican.news/2023/09/15/mental-health-of-migrants-and-refugees/,southernafrican.news,"Introduction Migration is a phenomenon as old as humanity itself. People have been moving from one place to another in search of better opportunities, safety, …","Migration is a phenomenon as old as humanity itself. 
People
 have been moving from one place to another in search of better opportunities, safety, and a brighter future. However, this journey isn't always smooth, and the mental health of migrants and refugees often hangs in the balance. In this exploration, we will delve into the intricacies of their experiences, the mental challenges they face, and the various factors contributing to their mental well-being.





A migrant is an individual who moves from one place to another, either within a country or internationally.",southernafrican.news,473239,news,IN,en,Swati,https://southernafrican.news/wp-content/uploads/2023/09/2021-10-refugees_tcm7-296521.webp,False,,39.510952,4bbb0831bcbf6370ed10212b1b0b821f
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://whbl.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,whbl.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",whbl.com,52432,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,@WHBL,39.49846,29652d2804087499220c99db46c3bceb
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://kdal610.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,kdal610.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",kdal610.com,195438,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.47327,a4ba2f5fbd90d703d81dc9cd6670b333
"World Day of Migrants and Refugees 2023: History, Dates, Activities, and FAQs",,2023-09-26 07:30:31,full,https://newsd.in/world-day-of-migrants-and-refugees,newsd.in,World Day of Migrants and Refugees 2023: World Day of Migrants and Refugees is observed annually on September 26 or the last Sunday of September.,"World Day of Migrants and Refugees 2023: World Day of Migrants and Refugees is observed annually on September 26 or the last Sunday of September. It is a day designated annually by the United Nations to commemorate and honor people who have been compelled to flee their homes, people who have escaped conflict, encountered adversity, and, against all odds, forged their way to find greener pastures in faraway places.

This day has been designated to honor the fortitude and bravery of these individuals and to deepen our comprehension of their plight and the difficult decisions many immigrants have had to make.",newsd.in,93968,news,IN,en,,https://newsd.in/wp-content/uploads/2023/09/World-Day-of-Migrants-and-Refugees-2023-History-Dates-Activities-and-FAQs.jpg,False,@getnewsd,39.40946,af64781d106f90eee2757197c62fb693
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://wdez.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,wdez.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",wdez.com,423758,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.400726,252853b11fd30b00e32dbb0584aa4808
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://wkzo.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,wkzo.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",wkzo.com,92007,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.360855,e8c185556a47c7eb51d8e2d333a08949
Churches celebrate World Day of Migrants and Refugees,Ellen Teague,2023-09-26 12:15:00,timezone unknown,https://www.thetablet.co.uk/news/17662/churches-celebrate-world-day-of-migrants-and-refugees-,thetablet.co.uk,Westminster cathedral held an international Mass celebrated by the cardinal for the World Day of Migrants and Refugees.,"International Mass in Westminster Cathedral with the Ethnic Communities in London for World Day of Migrants and Refugees



Mazur/cbcew.org.uk








Westminster cathedral held an international Mass last Sunday for the World Day of Migrants and Refugees. Nottingham was among the dioceses displaying on websites resources for the day from the Jesuit Refugee Service UK. These included bidding prayers during Mass and information for parish newsletters.


Cafod offered a special prayer, picking up on the day's message from Pope Francis, 'Free to choose whether to migrate or to stay'.",thetablet.co.uk,27113,news,GB,en,"Ellen Teague,Enquiries Thetablet.Co.Uk,The Tablet,w: enquiries@thetablet.co.uk",https://www.thetablet.co.uk/UserFiles/images/news/53211295577_532801f3c8_c.jpg,False,@The_Tablet,39.343597,d1274c0ea460d70d65dec9217905beb4
"Erdoğan vows concurrent fight against illegal migration, racism",Daily Sabah,2023-09-14 12:46:00,full,https://www.dailysabah.com/politics/erdogan-vows-concurrent-fight-against-illegal-migration-racism/news,dailysabah.com,"President Erdoğan underlined on Thursday that Türkiye would not be a hub for illegal migrants, but it would also not tolerate racist attacks against...","As racist messages perpetrated by far-right groups against 
refugees and migrants
 flood social media, President Recep Tayyip Erdoğan reiterated Türkiye's stance on the issue. He stressed that they would not tolerate illegal migration but would also stand against racist behavior and attacks targeting migrants, as well as millions of refugees who fled the war in neighboring Syria.
 
Erdoğan was addressing prospective district governors at an event in the capital Ankara on Thursday as he highlighted his government's stand on the issue.",dailysabah.com,3877,politics,TR,en,Daily Sabah,https://idsb.tmgrup.com.tr/ly/uploads/images/2023/09/14/thumbs/800x531/292211.jpg,False,@DailySabah,39.32935,fbcb5c2cd791bff0410f9da6c773ed19
"186,000 migrants, refugees have arrived in southern Europe in 2023, UN says",Associated Press,2023-09-29 11:32:37,full,https://www.foxnews.com/world/186000-migrants-refugees-arrived-southern-europe-2023-un-says,foxnews.com,"According to the U.N. High Commissioner for Refugees, 2023 saw an 83% increase of migrants and refugees who arrived in southern Europe compared to last year.","According to the United Nations, about 186,000 migrants or refugees arrived in Southern Europe in 2023 so far.
The majority of Southern Europe's refugees and migrants departed from Tunisia or Libya, but about 2,500 people who attempted to cross the Mediterranean were found dead or remain missing. 
2022 reported fewer people who died or went missing while trying to reach Southern Europe with a count of 1,680.
The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in Southern Europe so far this year, the vast majority in Italy.",foxnews.com,249,news,US,en,Associated Press,https://static.foxnews.com/foxnews.com/content/uploads/2023/09/boat-2.jpg,False,@foxnews,39.30318,c73af646da715d9939b5f16e044bf592
UN refugee agency: wave of migrants must be moved off island of Lampedusa,Syndicated Content,2023-09-15 12:10:04,full,https://wincountry.com/2023/09/15/un-refugee-agency-wave-of-migrants-must-be-moved-off-island-of-lampedusa/,wincountry.com,GENEVA (Reuters) - The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days o...,"GENEVA (Reuters) – The United Nations refugee agency on Friday said it was imperative that the thousands of migrants who have arrived in recent days on the Italian island of Lampedusa be relocated because of its limited resources.
Around 7,000 migrants arrived on the shore of the small island in a two-day period, prompting pleas for help from Italy.
Authorities have organised some transfers to the larger island of Sicily to ease the situation, something the United Nations High Commissioner for Refugees (UNHCR) expects will continue in the coming days.",wincountry.com,209527,news,US,en,Syndicated Content,https://storage.googleapis.com/media.mwcradio.com/mimesis/2023-09/15/2023-09-15T121004Z_1_LYNXMPEJ8E0GV_RTROPTP_3_EUROPE-MIGRANTS-ITALY-LAMPEDUSA.JPG,False,,39.27934,a254d35b1b3c38f3f734f82ca4efee9f
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Abc News,2023-09-29 03:07:20,full,https://abcnews.go.com/US/wireStory/186000-migrants-refugees-arrived-southern-europe-year-italy-103586710,go.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy","The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy
September 28, 2023, 11:07 PM
UNITED NATIONS -- 
The U.N. refugee agency said Thursday that some 186,000 migrants and 
refugees
 arrived in southern Europe so far this year, the vast majority in 
Italy
.
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.",go.com,120,news,US,en,"ABC News,The Associated Press",https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,False,@ABC,39.26511,84260c041853d0fbf47686d08f50ec45
Bishops in South Africa Unveil 'liturgy kit' To Pray for Migrants and Refugees,EWTN,2023-09-29 15:35:00,full,https://www.aciafrica.org/news/9231/bishops-in-south-africa-unveil-liturgy-kit-to-pray-for-migrants-and-refugees,aciafrica.org,The Migrants and Refugees Office of the Southern African Catholic Bishops' Conference (SACBC) has unveiled a set of guidelines that seek to unite Dioceses and parishes in the country in praying for…,"The 
109th World Day for Migrants and Refugees
 that was celebrated on Sunday, September 24, on the theme, 'Free to choose whether to migrate or to stay.'
 
In his statement, Bishop Kizito said that like any other human beings, migrants and refugees have families and have permission to decide whether to stay or to migrate.
 
He said, 'Host countries should not make it difficult for families to join their members who are already burdened with the challenges of migration. This imposes a biblical and moral obligation on us all to be an inclusive society.","Copyright © 2023, ACI Africa",284791,news,US,en,EWTN,https://www.aciafrica.org/image/page-7-2023-09-30t044013_1696045336.jpg/1200?jpeg,False,@aciafrica,39.225727,a20b548db8c257ca5a1b6f1ec0cdd873
"UN reveals over 2,500 now dead or missing as 186,000 cross Mediterranean in 2023",,2023-09-29 04:12:00,full,https://headtopics.com/uk/un-reveals-over-2-500-now-dead-or-missing-as-186-000-cross-mediterranean-in-2023-45526269,headtopics.com,There has been nearly a 50 increase in refugee deaths and dissapearances while making the risky ocean crossing compared to the same period in 2022.,"There has been nearly a 50 increase in refugee deaths and dissapearances while making the risky ocean crossing compared to the same period in 2022. Thousands hope to reach Europe from Tunisia, which has replaced Libya as the main base of operations for migrant smuggling operations in the Mediterranean (Cecilia Fabiano/LaPresse /AP) The UN refugee agency has revealed the number of refugees and...
Thousands hope to reach Europe from Tunisia, which has replaced Libya as the main base of operations for migrant smuggling operations in the Mediterranean (Cecilia Fabiano/LaPresse /AP) The UN refugee agency has revealed the number of refugees and migrants seeking safety in Europe has increased by 83% for 2023.",headtopics.com,25702,news,US,en,,https://i.headtopics.com/images/2023/9/29/observer-owl/un-reveals-over-2-500-now-dead-or-missing-as-186-0-un-reveals-over-2-500-now-dead-or-missing-as-186-0-1DB7B7EBD96304A158046AD60AC06181.webp,False,@headtopicscom,39.205296,d2c015ee83af3ee0abd8d25d0d667501
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",,2023-09-29 03:07:21,full,https://www.seattlepi.com/news/world/article/186-000-migrants-and-refugees-arrived-in-southern-18395864.php,seattlepi.com,px-captcha,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council. The UNHCR estimates that over 102,000 refugees and migrants from Tunisia and over 45,000 from Libya tried to cross the central Mediterranean to Europe between January and August.",seattlepi.com,2280,news,US,en,,,False,,39.187172,5cc9350608e77911d0307f9d40886675
German Government Under Pressure As Refugee Numbers Surge,,2023-09-25 11:11:00,timezone unknown,http://en.haberler.com/german-government-under-pressure-as-refugee-1875693,haberler.com,"Interior minister turns down opposition's calls for a 200,000 ceiling on number of refugees Germany takes annually.","The German government has come under mounting pressure to tackle migration as the number of irregular migrants entering the country surged in recent months.

Germany's main opposition party, the conservative CDU/CSU alliance, on Sunday renewed its call for a 200,000 ceiling on the number of refugees the country accepts annually.

Christian Social Union's (CSU) chairman and Bavarian premier Markus Soder said the country does not have the capacity to integrate more than 200,000 refugees annually.

""We are for helping refugees, but we are against uncontrolled immigration to Germany,"" Soder told public broadcaster ARD on Sunday night.",haberler.com,7983,news,TR,en,,http://en.haberler.com/favicon.ico,False,@HaberlerCom,39.177444,aa913175ba660e936c8914ebf649def0
